fid,id,left,top,right,bottom,row_index,col_index,temperature,ghi
14040,20161,33.3412980496487,45.25,35.0733488572175,43.75,30,165,14,0
14126,20285,34.6403361553253,43,36.3723869628942,41.5,32,166,15,0
14125,20284,34.6403361553253,44.5,36.3723869628942,43,31,166,14,0
14124,20283,34.6403361553253,46,36.3723869628942,44.5,30,166,12,0
14212,20407,35.939374261002,42.25,37.6714250685708,40.75,32,167,15,0
14211,20406,35.939374261002,43.75,37.6714250685708,42.25,31,167,14,0
14210,20405,35.939374261002,45.25,37.6714250685708,43.75,30,167,14,0
14295,20528,37.2384123666786,44.5,38.9704631742475,43,31,168,14,0
21097,30290,141.161460820811,41.5,142.89351162838,40,33,248,11,3
21096,30289,141.161460820811,43,142.89351162838,41.5,32,248,7,3
21012,30167,139.862422715135,42.25,141.594473522703,40.75,32,247,9,3
21011,30166,139.862422715135,43.75,141.594473522703,42.25,31,247,9,3
21010,30165,139.862422715135,45.25,141.594473522703,43.75,30,247,9,3
21180,30409,142.460498926488,45.25,144.192549734057,43.75,30,249,6,3
21181,30410,142.460498926488,43.75,144.192549734057,42.25,31,249,6,3
21182,30411,142.460498926488,42.25,144.192549734057,40.75,32,249,8,3
21095,30288,141.161460820811,44.5,142.89351162838,43,31,248,6,3
21094,30287,141.161460820811,46,142.89351162838,44.5,30,248,5,3
11237,16138,-9.52695943768109,41.5,-7.79490863011221,40,33,132,15,4
11236,16137,-9.52695943768109,43,-7.79490863011221,41.5,32,132,9,4
11235,16136,-9.52695943768109,44.5,-7.79490863011221,43,31,132,15,4
11321,16258,-8.22792133200443,43.75,-6.49587052443555,42.25,31,133,15,4
11322,16259,-8.22792133200443,42.25,-6.49587052443555,40.75,32,133,9,4
11492,16503,-5.62984512065111,42.25,-3.89779431308223,40.75,32,135,8,4
11491,16502,-5.62984512065111,43.75,-3.89779431308223,42.25,31,135,15,4
11577,16626,-4.33080701497445,41.5,-2.59875620740558,40,33,136,15,4
11576,16625,-4.33080701497445,43,-2.59875620740558,41.5,32,136,8,4
11575,16624,-4.33080701497445,44.5,-2.59875620740558,43,31,136,15,4
11662,16747,-3.0317689092978,42.25,-1.29971810172892,40.75,32,137,14,4
11661,16746,-3.0317689092978,43.75,-1.29971810172892,42.25,31,137,15,4
12257,17602,6.06149783043881,41.5,7.79354863800769,40,33,144,18,4
12256,17601,6.06149783043881,43,7.79354863800769,41.5,32,144,17,4
12255,17600,6.06149783043881,44.5,7.79354863800769,43,31,144,4,4
12341,17722,7.36053593611547,43.75,9.09258674368435,42.25,31,145,10,4
12342,17723,7.36053593611547,42.25,9.09258674368435,40.75,32,145,10,4
12426,17845,8.65957404179213,43,10.391624849361,41.5,32,146,17,4
12427,17846,8.65957404179213,41.5,10.391624849361,40,33,146,18,4
12511,17966,9.95861214746878,43.75,11.6906629550377,42.25,31,147,12,4
12512,17967,9.95861214746878,42.25,11.6906629550377,40.75,32,147,17,4
12597,18090,11.2576502531454,41.5,12.9897010607143,40,33,148,18,4
12682,18211,12.5566883588221,42.25,14.288739166391,40.75,32,149,17,4
12596,18089,11.2576502531454,43,12.9897010607143,41.5,32,148,12,4
12681,18210,12.5566883588221,43.75,14.288739166391,42.25,31,149,16,4
12595,18088,11.2576502531454,44.5,12.9897010607143,43,31,148,16,4
17017,24434,78.8076317483317,41.5,80.5396825559006,40,33,200,13,3
17016,24433,78.8076317483317,43,80.5396825559006,41.5,32,200,-11,3
17101,24554,80.1066698540083,43.75,81.8387206615772,42.25,31,201,-11,3
17102,24555,80.1066698540083,42.25,81.8387206615772,40.75,32,201,-11,3
16932,24311,77.508593642655,42.25,79.2406444502239,40.75,32,199,-7,3
16931,24310,77.508593642655,43.75,79.2406444502239,42.25,31,199,9,3
17015,24432,78.8076317483317,44.5,80.5396825559006,43,31,200,9,3
13958,20043,32.042259943972,40,33.7743107515409,38.5,34,164,11,4
13448,19311,24.248031309912,40,25.9800821174809,38.5,34,158,14,4
13447,19310,24.248031309912,41.5,25.9800821174809,40,33,158,14,4
14128,20287,34.6403361553253,40,36.3723869628942,38.5,34,166,7,4
14127,20286,34.6403361553253,41.5,36.3723869628942,40,33,166,7,4
13618,19555,26.8461075212653,40,28.5781583288342,38.5,34,160,14,4
13617,19554,26.8461075212653,41.5,28.5781583288342,40,33,160,14,4
13616,19553,26.8461075212653,43,28.5781583288342,41.5,32,160,15,4
14298,20531,37.2384123666786,40,38.9704631742475,38.5,34,168,8,4
14297,20530,37.2384123666786,41.5,38.9704631742475,40,33,168,8,4
13024,18701,17.7528407815287,39.25,19.4848915890976,37.75,34,153,19,4
13023,18700,17.7528407815287,40.75,19.4848915890976,39.25,33,153,18,4
13022,18699,17.7528407815287,42.25,19.4848915890976,40.75,32,153,16,4
13021,18698,17.7528407815287,43.75,19.4848915890976,42.25,31,153,16,4
13534,19433,25.5470694155887,39.25,27.2791202231576,37.75,34,159,17,4
14044,20165,33.3412980496487,39.25,35.0733488572175,37.75,34,165,11,4
14214,20409,35.939374261002,39.25,37.6714250685708,37.75,34,167,12,4
13788,19799,29.4441837326187,40,31.1762345401876,38.5,34,162,12,4
13108,18823,19.0518788872054,40,20.7839296947743,38.5,34,154,9,4
13703,19676,28.145145626942,40.75,29.8771964345109,39.25,33,161,12,4
13704,19677,28.145145626942,39.25,29.8771964345109,37.75,34,161,13,4
13873,19920,30.7432218382953,40.75,32.4752726458642,39.25,33,163,12,4
13874,19921,30.7432218382953,39.25,32.4752726458642,37.75,34,163,13,4
13193,18944,20.350916992882,40.75,22.0829678004509,39.25,33,155,17,4
13194,18945,20.350916992882,39.25,22.0829678004509,37.75,34,155,18,4
14384,20653,38.5374504723553,39.25,40.2695012799242,37.75,34,169,15,4
14383,20652,38.5374504723553,40.75,40.2695012799242,39.25,33,169,4,4
14382,20651,38.5374504723553,42.25,40.2695012799242,40.75,32,169,16,4
12766,18333,13.8557264644988,43,15.5877772720676,41.5,32,150,17,4
12681,18210,12.5566883588221,43.75,14.288739166391,42.25,31,149,16,4
12765,18332,13.8557264644988,44.5,15.5877772720676,43,31,150,16,4
12680,18209,12.5566883588221,45.25,14.288739166391,43.75,30,149,16,4
12764,18331,13.8557264644988,46,15.5877772720676,44.5,30,150,10,4
12763,18330,13.8557264644988,47.5,15.5877772720676,46,29,150,10,4
12851,18454,15.1547645701754,43.75,16.8868153777443,42.25,31,151,8,4
12850,18453,15.1547645701754,45.25,16.8868153777443,43.75,30,151,8,4
12849,18452,15.1547645701754,46.75,16.8868153777443,45.25,29,151,12,4
12848,18451,15.1547645701754,48.25,16.8868153777443,46.75,28,151,11,4
12937,18578,16.4538026758521,41.5,18.185853483421,40,33,152,18,4
12936,18577,16.4538026758521,43,18.185853483421,41.5,32,152,16,4
12935,18576,16.4538026758521,44.5,18.185853483421,43,31,152,10,4
12934,18575,16.4538026758521,46,18.185853483421,44.5,30,152,12,4
12933,18574,16.4538026758521,47.5,18.185853483421,46,29,152,12,4
13020,18697,17.7528407815287,45.25,19.4848915890976,43.75,30,153,10,4
13019,18696,17.7528407815287,46.75,19.4848915890976,45.25,29,153,12,4
13018,18695,17.7528407815287,48.25,19.4848915890976,46.75,28,153,10,4
13103,18818,19.0518788872054,47.5,20.7839296947743,46,29,154,12,4
13104,18819,19.0518788872054,46,20.7839296947743,44.5,30,154,12,4
13105,18820,19.0518788872054,44.5,20.7839296947743,43,31,154,13,4
13106,18821,19.0518788872054,43,20.7839296947743,41.5,32,154,7,4
13107,18822,19.0518788872054,41.5,20.7839296947743,40,33,154,9,4
13189,18940,20.350916992882,46.75,22.0829678004509,45.25,29,155,9,4
13192,18943,20.350916992882,42.25,22.0829678004509,40.75,32,155,12,4
13191,18942,20.350916992882,43.75,22.0829678004509,42.25,31,155,13,4
13190,18941,20.350916992882,45.25,22.0829678004509,43.75,30,155,13,4
13188,18939,20.350916992882,48.25,22.0829678004509,46.75,28,155,11,4
13277,19066,21.6499550985587,41.5,23.3820059061276,40,33,156,17,4
13276,19065,21.6499550985587,43,23.3820059061276,41.5,32,156,12,4
13273,19062,21.6499550985587,47.5,23.3820059061276,46,29,156,9,4
13275,19064,21.6499550985587,44.5,23.3820059061276,43,31,156,13,4
13274,19063,21.6499550985587,46,23.3820059061276,44.5,30,156,9,4
13362,19187,22.9489932042354,42.25,24.6810440118042,40.75,32,157,13,4
13361,19186,22.9489932042354,43.75,24.6810440118042,42.25,31,157,13,4
13360,19185,22.9489932042354,45.25,24.6810440118042,43.75,30,157,13,4
13359,19184,22.9489932042354,46.75,24.6810440118042,45.25,29,157,9,4
13358,19183,22.9489932042354,48.25,24.6810440118042,46.75,28,157,7,4
13446,19309,24.248031309912,43,25.9800821174809,41.5,32,158,13,4
13445,19308,24.248031309912,44.5,25.9800821174809,43,31,158,13,4
13444,19307,24.248031309912,46,25.9800821174809,44.5,30,158,10,4
13443,19306,24.248031309912,47.5,25.9800821174809,46,29,158,10,4
13532,19431,25.5470694155887,42.25,27.2791202231576,40.75,32,159,13,4
13531,19430,25.5470694155887,43.75,27.2791202231576,42.25,31,159,13,4
13530,19429,25.5470694155887,45.25,27.2791202231576,43.75,30,159,13,4
13529,19428,25.5470694155887,46.75,27.2791202231576,45.25,29,159,10,4
13528,19427,25.5470694155887,48.25,27.2791202231576,46.75,28,159,10,4
13533,19432,25.5470694155887,40.75,27.2791202231576,39.25,33,159,14,4
13615,19552,26.8461075212653,44.5,28.5781583288342,43,31,160,13,4
13614,19551,26.8461075212653,46,28.5781583288342,44.5,30,160,11,4
13613,19550,26.8461075212653,47.5,28.5781583288342,46,29,160,11,4
13698,19671,28.145145626942,48.25,29.8771964345109,46.75,28,161,10,4
13699,19672,28.145145626942,46.75,29.8771964345109,45.25,29,161,12,4
13700,19673,28.145145626942,45.25,29.8771964345109,43.75,30,161,14,4
13702,19675,28.145145626942,42.25,29.8771964345109,40.75,32,161,15,4
13787,19798,29.4441837326187,41.5,31.1762345401876,40,33,162,12,4
13872,19919,30.7432218382953,42.25,32.4752726458642,40.75,32,163,15,4
13957,20042,32.042259943972,41.5,33.7743107515409,40,33,164,12,4
14043,20164,33.3412980496487,40.75,35.0733488572175,39.25,33,165,11,4
14042,20163,33.3412980496487,42.25,35.0733488572175,40.75,32,165,15,4
14212,20407,35.939374261002,42.25,37.6714250685708,40.75,32,167,15,4
14213,20408,35.939374261002,40.75,37.6714250685708,39.25,33,167,7,4
12428,17847,8.65957404179213,40,10.391624849361,38.5,34,146,18,5
12343,17724,7.36053593611547,40.75,9.09258674368435,39.25,33,145,16,5
12344,17725,7.36053593611547,39.25,9.09258674368435,37.75,34,145,18,5
12258,17603,6.06149783043881,40,7.79354863800769,38.5,34,144,18,5
12257,17602,6.06149783043881,41.5,7.79354863800769,40,33,144,18,5
12342,17723,7.36053593611547,42.25,9.09258674368435,40.75,32,145,10,5
12427,17846,8.65957404179213,41.5,10.391624849361,40,33,146,18,5
20928,30047,138.563384609458,40,140.295435417027,38.5,34,246,8,3
20927,30046,138.563384609458,41.5,140.295435417027,40,33,246,8,3
21014,30169,139.862422715135,39.25,141.594473522703,37.75,34,247,13,3
21012,30167,139.862422715135,42.25,141.594473522703,40.75,32,247,9,3
21013,30168,139.862422715135,40.75,141.594473522703,39.25,33,247,8,3
11580,16629,-4.33080701497445,37,-2.59875620740558,35.5,36,136,19,5
11579,16628,-4.33080701497445,38.5,-2.59875620740558,37,35,136,16,5
11578,16627,-4.33080701497445,40,-2.59875620740558,38.5,34,136,15,5
11750,16873,-1.73273080362114,37,-0.000679996052259824,35.5,36,138,18,5
11749,16872,-1.73273080362114,38.5,-0.000679996052259824,37,35,138,19,5
11748,16871,-1.73273080362114,40,-0.000679996052259824,38.5,34,138,18,5
11747,16870,-1.73273080362114,41.5,-0.000679996052259824,40,33,138,18,5
11916,17113,0.865345407732178,43,2.59739621530106,41.5,32,140,16,5
11240,16141,-9.52695943768109,37,-7.79490863011221,35.5,36,132,18,5
11239,16140,-9.52695943768109,38.5,-7.79490863011221,37,35,132,17,5
11238,16139,-9.52695943768109,40,-7.79490863011221,38.5,34,132,15,5
11237,16138,-9.52695943768109,41.5,-7.79490863011221,40,33,132,15,5
11664,16749,-3.0317689092978,39.25,-1.29971810172892,37.75,34,137,18,5
11665,16750,-3.0317689092978,37.75,-1.29971810172892,36.25,35,137,19,5
11408,16383,-6.92888322632777,40,-5.19683241875889,38.5,34,134,15,5
11409,16384,-6.92888322632777,38.5,-5.19683241875889,37,35,134,16,5
11410,16385,-6.92888322632777,37,-5.19683241875889,35.5,36,134,18,5
11323,16260,-8.22792133200443,40.75,-6.49587052443555,39.25,33,133,15,5
11324,16261,-8.22792133200443,39.25,-6.49587052443555,37.75,34,133,17,5
11325,16262,-8.22792133200443,37.75,-6.49587052443555,36.25,35,133,18,5
11493,16504,-5.62984512065111,40.75,-3.89779431308223,39.25,33,135,15,5
11494,16505,-5.62984512065111,39.25,-3.89779431308223,37.75,34,135,16,5
11495,16506,-5.62984512065111,37.75,-3.89779431308223,36.25,35,135,16,5
11321,16258,-8.22792133200443,43.75,-6.49587052443555,42.25,31,133,15,5
11322,16259,-8.22792133200443,42.25,-6.49587052443555,40.75,32,133,9,5
11405,16380,-6.92888322632777,44.5,-5.19683241875889,43,31,134,15,5
11406,16381,-6.92888322632777,43,-5.19683241875889,41.5,32,134,13,5
11407,16382,-6.92888322632777,41.5,-5.19683241875889,40,33,134,15,5
11492,16503,-5.62984512065111,42.25,-3.89779431308223,40.75,32,135,8,5
11491,16502,-5.62984512065111,43.75,-3.89779431308223,42.25,31,135,15,5
11577,16626,-4.33080701497445,41.5,-2.59875620740558,40,33,136,15,5
11576,16625,-4.33080701497445,43,-2.59875620740558,41.5,32,136,8,5
11663,16748,-3.0317689092978,40.75,-1.29971810172892,39.25,33,137,10,5
11662,16747,-3.0317689092978,42.25,-1.29971810172892,40.75,32,137,14,5
11661,16746,-3.0317689092978,43.75,-1.29971810172892,42.25,31,137,15,5
11746,16869,-1.73273080362114,43,-0.000679996052259824,41.5,32,138,13,5
11745,16868,-1.73273080362114,44.5,-0.000679996052259824,43,31,138,14,5
11832,16991,-0.43369269794448,42.25,1.2983581096244,40.75,32,139,13,5
11831,16990,-0.43369269794448,43.75,1.2983581096244,42.25,31,139,14,5
20930,30049,138.563384609458,37,140.295435417027,35.5,36,246,16,4
20929,30048,138.563384609458,38.5,140.295435417027,37,35,246,13,4
20928,30047,138.563384609458,40,140.295435417027,38.5,34,246,8,4
21014,30169,139.862422715135,39.25,141.594473522703,37.75,34,247,13,4
21015,30170,139.862422715135,37.75,141.594473522703,36.25,35,247,16,4
13281,19070,21.6499550985587,35.5,23.3820059061276,34,37,156,20,5
13280,19069,21.6499550985587,37,23.3820059061276,35.5,36,156,18,5
13279,19068,21.6499550985587,38.5,23.3820059061276,37,35,156,18,5
13278,19067,21.6499550985587,40,23.3820059061276,38.5,34,156,17,5
13364,19189,22.9489932042354,39.25,24.6810440118042,37.75,34,157,18,5
13365,19190,22.9489932042354,37.75,24.6810440118042,36.25,35,157,18,5
13366,19191,22.9489932042354,36.25,24.6810440118042,34.75,36,157,19,5
13194,18945,20.350916992882,39.25,22.0829678004509,37.75,34,155,18,5
13195,18946,20.350916992882,37.75,22.0829678004509,36.25,35,155,18,5
13196,18947,20.350916992882,36.25,22.0829678004509,34.75,36,155,18,5
18211,26146,96.9941652278049,35.5,98.7262160353738,34,37,214,-3,4
18210,26145,96.9941652278049,37,98.7262160353738,35.5,36,214,-5,4
18209,26144,96.9941652278049,38.5,98.7262160353738,37,35,214,-8,4
18208,26143,96.9941652278049,40,98.7262160353738,38.5,34,214,10,4
18126,26023,95.6951271221282,36.25,97.4271779296971,34.75,36,213,7,4
18125,26022,95.6951271221282,37.75,97.4271779296971,36.25,35,213,-9,4
18124,26021,95.6951271221282,39.25,97.4271779296971,37.75,34,213,-9,4
18378,26387,99.5922414391582,40,101.324292246727,38.5,34,216,11,4
18379,26388,99.5922414391582,38.5,101.324292246727,37,35,216,-3,4
18380,26389,99.5922414391582,37,101.324292246727,35.5,36,216,2,4
18464,26509,100.891279544835,39.25,102.623330352404,37.75,34,217,10,4
18465,26510,100.891279544835,37.75,102.623330352404,36.25,35,217,10,4
18296,26267,98.2932033334816,36.25,100.02525414105,34.75,36,215,2,4
18295,26266,98.2932033334816,37.75,100.02525414105,36.25,35,215,-3,4
18294,26265,98.2932033334816,39.25,100.02525414105,37.75,34,215,-3,4
3761,5406,-123.842312737227,35.5,-122.110261929658,34,37,44,14,6
3760,5405,-123.842312737227,37,-122.110261929658,35.5,36,44,16,6
3759,5404,-123.842312737227,38.5,-122.110261929658,37,35,44,17,6
3930,5649,-121.244236525874,37,-119.512185718305,35.5,36,46,18,6
3931,5650,-121.244236525874,35.5,-119.512185718305,34,37,46,18,6
3845,5526,-122.54327463155,37.75,-120.811223823981,36.25,35,45,16,6
3846,5527,-122.54327463155,36.25,-120.811223823981,34.75,36,45,16,6
4441,6382,-113.450007891814,35.5,-111.717957084245,34,37,52,11,6
4440,6381,-113.450007891814,37,-111.717957084245,35.5,36,52,13,6
4439,6380,-113.450007891814,38.5,-111.717957084245,37,35,52,13,6
4525,6502,-112.150969786137,37.75,-110.418918978568,36.25,35,53,13,6
4526,6503,-112.150969786137,36.25,-110.418918978568,34.75,36,53,13,6
17701,25414,89.199936593745,35.5,90.9319874013139,34,37,208,-6,4
17700,25413,89.199936593745,37,90.9319874013139,35.5,36,208,-11,4
17699,25412,89.199936593745,38.5,90.9319874013139,37,35,208,2,4
17871,25658,91.7980128050983,35.5,93.5300636126672,34,37,210,-2,4
17870,25657,91.7980128050983,37,93.5300636126672,35.5,36,210,-6,4
17869,25656,91.7980128050983,38.5,93.5300636126672,37,35,210,4,4
17785,25534,90.4989746994216,37.75,92.2310255069905,36.25,35,209,-6,4
17786,25535,90.4989746994216,36.25,92.2310255069905,34.75,36,209,-6,4
17615,25290,87.9008984880683,37.75,89.6329492956372,36.25,35,207,-11,4
17616,25291,87.9008984880683,36.25,89.6329492956372,34.75,36,207,-11,4
18379,26388,99.5922414391582,38.5,101.324292246727,37,35,216,-3,5
18380,26389,99.5922414391582,37,101.324292246727,35.5,36,216,2,5
18381,26390,99.5922414391582,35.5,101.324292246727,34,37,216,-1,5
18465,26510,100.891279544835,37.75,102.623330352404,36.25,35,217,10,5
18466,26511,100.891279544835,36.25,102.623330352404,34.75,36,217,9,5
18296,26267,98.2932033334816,36.25,100.02525414105,34.75,36,215,2,5
18295,26266,98.2932033334816,37.75,100.02525414105,36.25,35,215,-3,5
20761,29806,135.965308398105,35.5,137.697359205674,34,37,244,18,4
20760,29805,135.965308398105,37,137.697359205674,35.5,36,244,8,4
20759,29804,135.965308398105,38.5,137.697359205674,37,35,244,14,4
20931,30050,138.563384609458,35.5,140.295435417027,34,37,246,19,4
20930,30049,138.563384609458,37,140.295435417027,35.5,36,246,16,4
20929,30048,138.563384609458,38.5,140.295435417027,37,35,246,13,4
20845,29926,137.264346503781,37.75,138.99639731135,36.25,35,245,14,4
20846,29927,137.264346503781,36.25,138.99639731135,34.75,36,245,15,4
20590,29561,133.367232186751,37,135.09928299432,35.5,36,242,16,4
20675,29682,134.666270292428,37.75,136.398321099997,36.25,35,243,14,4
20676,29683,134.666270292428,36.25,136.398321099997,34.75,36,243,8,4
3756,5401,-123.842312737227,43,-122.110261929658,41.5,32,44,8,4
5288,7599,-100.459626835047,40,-98.7275760274783,38.5,34,62,11,4
4436,6377,-113.450007891814,43,-111.717957084245,41.5,32,52,5,4
5117,7354,-103.0577030464,41.5,-101.325652238832,40,33,60,11,4
5116,7353,-103.0577030464,43,-101.325652238832,41.5,32,60,9,4
5203,7476,-101.758664940724,40.75,-100.026614133155,39.25,33,61,11,4
5204,7477,-101.758664940724,39.25,-100.026614133155,37.75,34,61,13,4
3585,5156,-126.44038894858,44.5,-124.708338141011,43,31,42,12,4
3584,5155,-126.44038894858,46,-124.708338141011,44.5,30,42,12,4
3671,5278,-125.141350842904,43.75,-123.409300035335,42.25,31,43,11,4
3670,5277,-125.141350842904,45.25,-123.409300035335,43.75,30,43,11,4
3755,5400,-123.842312737227,44.5,-122.110261929658,43,31,44,10,4
3754,5399,-123.842312737227,46,-122.110261929658,44.5,30,44,11,4
3753,5398,-123.842312737227,47.5,-122.110261929658,46,29,44,8,4
3837,5518,-122.54327463155,49.75,-120.811223823981,48.25,27,45,2,4
3838,5519,-122.54327463155,48.25,-120.811223823981,46.75,28,45,2,4
3839,5520,-122.54327463155,46.75,-120.811223823981,45.25,29,45,8,4
3840,5521,-122.54327463155,45.25,-120.811223823981,43.75,30,45,10,4
3841,5522,-122.54327463155,43.75,-120.811223823981,42.25,31,45,8,4
3921,5640,-121.244236525874,50.5,-119.512185718305,49,27,46,6,4
3922,5641,-121.244236525874,49,-119.512185718305,47.5,28,46,9,4
3923,5642,-121.244236525874,47.5,-119.512185718305,46,29,46,14,4
3924,5643,-121.244236525874,46,-119.512185718305,44.5,30,46,14,4
3925,5644,-121.244236525874,44.5,-119.512185718305,43,31,46,6,4
3926,5645,-121.244236525874,43,-119.512185718305,41.5,32,46,8,4
4009,5764,-119.945198420197,46.75,-118.213147612628,45.25,29,47,14,4
4011,5766,-119.945198420197,43.75,-118.213147612628,42.25,31,47,6,4
4010,5765,-119.945198420197,45.25,-118.213147612628,43.75,30,47,6,4
4008,5763,-119.945198420197,48.25,-118.213147612628,46.75,28,47,9,4
4092,5885,-118.64616031452,49,-116.914109506952,47.5,28,48,9,4
4096,5889,-118.64616031452,43,-116.914109506952,41.5,32,48,9,4
4093,5886,-118.64616031452,47.5,-116.914109506952,46,29,48,11,4
4095,5888,-118.64616031452,44.5,-116.914109506952,43,31,48,13,4
4094,5887,-118.64616031452,46,-116.914109506952,44.5,30,48,11,4
4181,6010,-117.347122208844,43.75,-115.615071401275,42.25,31,49,8,4
4180,6009,-117.347122208844,45.25,-115.615071401275,43.75,30,49,2,4
4179,6008,-117.347122208844,46.75,-115.615071401275,45.25,29,49,6,4
4178,6007,-117.347122208844,48.25,-115.615071401275,46.75,28,49,6,4
4266,6133,-116.048084103167,43,-114.316033295598,41.5,32,50,8,4
4265,6132,-116.048084103167,44.5,-114.316033295598,43,31,50,2,4
4264,6131,-116.048084103167,46,-114.316033295598,44.5,30,50,6,4
4263,6130,-116.048084103167,47.5,-114.316033295598,46,29,50,6,4
4262,6129,-116.048084103167,49,-114.316033295598,47.5,28,50,6,4
4007,5762,-119.945198420197,49.75,-118.213147612628,48.25,27,47,9,4
4177,6006,-117.347122208844,49.75,-115.615071401275,48.25,27,49,6,4
4261,6128,-116.048084103167,50.5,-114.316033295598,49,27,50,0,4
4091,5884,-118.64616031452,50.5,-116.914109506952,49,27,48,4,4
4176,6005,-117.347122208844,51.25,-115.615071401275,49.75,26,49,0,4
4260,6127,-116.048084103167,52,-114.316033295598,50.5,26,50,3,4
4090,5883,-118.64616031452,52,-116.914109506952,50.5,26,48,-5,4
4175,6004,-117.347122208844,52.75,-115.615071401275,51.25,25,49,3,4
4259,6126,-116.048084103167,53.5,-114.316033295598,52,25,50,3,4
4089,5882,-118.64616031452,53.5,-116.914109506952,52,25,48,-5,4
4088,5881,-118.64616031452,55,-116.914109506952,53.5,24,48,2,4
4173,6002,-117.347122208844,55.75,-115.615071401275,54.25,23,49,2,4
4174,6003,-117.347122208844,54.25,-115.615071401275,52.75,24,49,3,4
4258,6125,-116.048084103167,55,-114.316033295598,53.5,24,50,3,4
4351,6254,-114.74904599749,43.75,-113.016995189922,42.25,31,51,8,4
4350,6253,-114.74904599749,45.25,-113.016995189922,43.75,30,51,3,4
4349,6252,-114.74904599749,46.75,-113.016995189922,45.25,29,51,3,4
4348,6251,-114.74904599749,48.25,-113.016995189922,46.75,28,51,2,4
4346,6249,-114.74904599749,51.25,-113.016995189922,49.75,26,51,6,4
4345,6248,-114.74904599749,52.75,-113.016995189922,51.25,25,51,3,4
4344,6247,-114.74904599749,54.25,-113.016995189922,52.75,24,51,2,4
4347,6250,-114.74904599749,49.75,-113.016995189922,48.25,27,51,2,4
4343,6246,-114.74904599749,55.75,-113.016995189922,54.25,23,51,2,4
4435,6376,-113.450007891814,44.5,-111.717957084245,43,31,52,4,4
4434,6375,-113.450007891814,46,-111.717957084245,44.5,30,52,4,4
4433,6374,-113.450007891814,47.5,-111.717957084245,46,29,52,4,4
4432,6373,-113.450007891814,49,-111.717957084245,47.5,28,52,8,4
4431,6372,-113.450007891814,50.5,-111.717957084245,49,27,52,6,4
4430,6371,-113.450007891814,52,-111.717957084245,50.5,26,52,3,4
4429,6370,-113.450007891814,53.5,-111.717957084245,52,25,52,3,4
4428,6369,-113.450007891814,55,-111.717957084245,53.5,24,52,2,4
4427,6368,-113.450007891814,56.5,-111.717957084245,55,23,52,1,4
4257,6124,-116.048084103167,56.5,-114.316033295598,55,23,50,2,4
4514,6491,-112.150969786137,54.25,-110.418918978568,52.75,24,53,2,4
4515,6492,-112.150969786137,52.75,-110.418918978568,51.25,25,53,3,4
4516,6493,-112.150969786137,51.25,-110.418918978568,49.75,26,53,6,4
4517,6494,-112.150969786137,49.75,-110.418918978568,48.25,27,53,8,4
4518,6495,-112.150969786137,48.25,-110.418918978568,46.75,28,53,8,4
4519,6496,-112.150969786137,46.75,-110.418918978568,45.25,29,53,4,4
4520,6497,-112.150969786137,45.25,-110.418918978568,43.75,30,53,4,4
4521,6498,-112.150969786137,43.75,-110.418918978568,42.25,31,53,5,4
4599,6614,-110.85193168046,53.5,-109.119880872892,52,25,54,3,4
4600,6615,-110.85193168046,52,-109.119880872892,50.5,26,54,3,4
4601,6616,-110.85193168046,50.5,-109.119880872892,49,27,54,5,4
4602,6617,-110.85193168046,49,-109.119880872892,47.5,28,54,6,4
4603,6618,-110.85193168046,47.5,-109.119880872892,46,29,54,8,4
4604,6619,-110.85193168046,46,-109.119880872892,44.5,30,54,8,4
4605,6620,-110.85193168046,44.5,-109.119880872892,43,31,54,5,4
4606,6621,-110.85193168046,43,-109.119880872892,41.5,32,54,5,4
6142,8823,-87.4692457782806,34,-85.7371949707117,32.5,38,72,17,4
6141,8822,-87.4692457782806,35.5,-85.7371949707117,34,37,72,17,4
6140,8821,-87.4692457782806,37,-85.7371949707117,35.5,36,72,16,4
6139,8820,-87.4692457782806,38.5,-85.7371949707117,37,35,72,14,4
6138,8819,-87.4692457782806,40,-85.7371949707117,38.5,34,72,11,4
5462,7847,-97.8615506236939,34,-96.129499816125,32.5,38,64,17,4
5461,7846,-97.8615506236939,35.5,-96.129499816125,34,37,64,17,4
5460,7845,-97.8615506236939,37,-96.129499816125,35.5,36,64,16,4
5459,7844,-97.8615506236939,38.5,-96.129499816125,37,35,64,14,4
5458,7843,-97.8615506236939,40,-96.129499816125,38.5,34,64,12,4
5632,8091,-95.2634744123405,34,-93.5314236047717,32.5,38,66,17,4
5631,8090,-95.2634744123405,35.5,-93.5314236047717,34,37,66,17,4
5630,8089,-95.2634744123405,37,-93.5314236047717,35.5,36,66,15,4
5629,8088,-95.2634744123405,38.5,-93.5314236047717,37,35,66,14,4
5628,8087,-95.2634744123405,40,-93.5314236047717,38.5,34,66,12,4
5627,8086,-95.2634744123405,41.5,-93.5314236047717,40,33,66,12,4
6311,9066,-84.8711695669273,35.5,-83.1391187593584,34,37,74,17,4
6310,9065,-84.8711695669273,37,-83.1391187593584,35.5,36,74,14,4
6309,9064,-84.8711695669273,38.5,-83.1391187593584,37,35,74,14,4
6308,9063,-84.8711695669273,40,-83.1391187593584,38.5,34,74,11,4
6307,9062,-84.8711695669273,41.5,-83.1391187593584,40,33,74,11,4
5801,8334,-92.6653982009872,35.5,-90.9333473934183,34,37,68,18,4
5800,8333,-92.6653982009872,37,-90.9333473934183,35.5,36,68,16,4
