fid,id,left,top,right,bottom,row_index,col_index,temperature,ghi
13349,19174,22.9489932042354,61.75,24.6810440118042,60.25,19,157,6,0
13435,19298,24.248031309912,59.5,25.9800821174809,58,21,158,6,0
13434,19297,24.248031309912,61,25.9800821174809,59.5,20,158,6,0
13433,19296,24.248031309912,62.5,25.9800821174809,61,19,158,4,0
13520,19419,25.5470694155887,60.25,27.2791202231576,58.75,20,159,6,0
13519,19418,25.5470694155887,61.75,27.2791202231576,60.25,19,159,4,0
13603,19540,26.8461075212653,62.5,28.5781583288342,61,19,160,4,0
13604,19541,26.8461075212653,61,28.5781583288342,59.5,20,160,5,0
13605,19542,26.8461075212653,59.5,28.5781583288342,58,21,160,6,0
13689,19662,28.145145626942,61.75,29.8771964345109,60.25,19,161,5,0
13690,19663,28.145145626942,60.25,29.8771964345109,58.75,20,161,5,0
1365,1974,-160.215379696173,59.5,-158.483328888605,58,21,16,3,3
1450,2095,-158.916341590497,60.25,-157.184290782928,58.75,20,17,1,3
1366,1975,-160.215379696173,58,-158.483328888605,56.5,22,16,3,3
1452,2097,-158.916341590497,57.25,-157.184290782928,55.75,22,17,5,3
1451,2096,-158.916341590497,58.75,-157.184290782928,57.25,21,17,3,3
1535,2218,-157.61730348482,59.5,-155.885252677251,58,21,18,3,3
1536,2219,-157.61730348482,58,-155.885252677251,56.5,22,18,3,3
1620,2339,-156.318265379143,60.25,-154.586214571575,58.75,20,19,1,3
1621,2340,-156.318265379143,58.75,-154.586214571575,57.25,21,19,3,3
1622,2341,-156.318265379143,57.25,-154.586214571575,55.75,22,19,6,3
1792,2585,-153.72018916779,57.25,-151.988138360221,55.75,22,21,6,3
1706,2463,-155.019227273467,58,-153.287176465898,56.5,22,20,5,3
1705,2462,-155.019227273467,59.5,-153.287176465898,58,21,20,5,3
1791,2584,-153.72018916779,58.75,-151.988138360221,57.25,21,21,6,3
1790,2583,-153.72018916779,60.25,-151.988138360221,58.75,20,21,1,3
2810,4047,-138.13173189967,60.25,-136.399681092101,58.75,20,33,-3,2
2895,4170,-136.832693793994,59.5,-135.100642986425,58,21,34,5,2
2980,4291,-135.533655688317,60.25,-133.801604880748,58.75,20,35,-1,2
2812,4049,-138.13173189967,57.25,-136.399681092101,55.75,22,33,8,2
2982,4293,-135.533655688317,57.25,-133.801604880748,55.75,22,35,7,2
2896,4171,-136.832693793994,58,-135.100642986425,56.5,22,34,5,2
2981,4292,-135.533655688317,58.75,-133.801604880748,57.25,21,35,-2,2
2811,4048,-138.13173189967,58.75,-136.399681092101,57.25,21,33,8,2
11226,16127,-9.52695943768109,58,-7.79490863011221,56.5,22,132,9,2
11225,16126,-9.52695943768109,59.5,-7.79490863011221,58,21,132,9,2
11310,16247,-8.22792133200443,60.25,-6.49587052443555,58.75,20,133,9,2
11311,16248,-8.22792133200443,58.75,-6.49587052443555,57.25,21,133,9,2
11312,16249,-8.22792133200443,57.25,-6.49587052443555,55.75,22,133,10,2
11313,16250,-8.22792133200443,55.75,-6.49587052443555,54.25,23,133,10,2
11395,16370,-6.92888322632777,59.5,-5.19683241875889,58,21,134,8,2
11396,16371,-6.92888322632777,58,-5.19683241875889,56.5,22,134,8,2
11397,16372,-6.92888322632777,56.5,-5.19683241875889,55,23,134,8,2
11398,16373,-6.92888322632777,55,-5.19683241875889,53.5,24,134,11,2
11481,16492,-5.62984512065111,58.75,-3.89779431308223,57.25,21,135,9,2
11480,16491,-5.62984512065111,60.25,-3.89779431308223,58.75,20,135,9,2
11483,16494,-5.62984512065111,55.75,-3.89779431308223,54.25,23,135,10,2
11482,16493,-5.62984512065111,57.25,-3.89779431308223,55.75,22,135,10,2
12245,17590,6.06149783043881,59.5,7.79354863800769,58,21,144,9,0
12330,17711,7.36053593611547,60.25,9.09258674368435,58.75,20,145,2,0
12246,17591,6.06149783043881,58,7.79354863800769,56.5,22,144,9,0
12333,17714,7.36053593611547,55.75,9.09258674368435,54.25,23,145,9,0
12332,17713,7.36053593611547,57.25,9.09258674368435,55.75,22,145,9,0
12331,17712,7.36053593611547,58.75,9.09258674368435,57.25,21,145,9,0
12415,17834,8.65957404179213,59.5,10.391624849361,58,21,146,9,0
12416,17835,8.65957404179213,58,10.391624849361,56.5,22,146,9,0
12417,17836,8.65957404179213,56.5,10.391624849361,55,23,146,9,0
12418,17837,8.65957404179213,55,10.391624849361,53.5,24,146,10,0
12500,17955,9.95861214746878,60.25,11.6906629550377,58.75,20,147,6,0
12501,17956,9.95861214746878,58.75,11.6906629550377,57.25,21,147,9,0
12502,17957,9.95861214746878,57.25,11.6906629550377,55.75,22,147,9,0
12503,17958,9.95861214746878,55.75,11.6906629550377,54.25,23,147,10,0
12758,18325,13.8557264644988,55,15.5877772720676,53.5,24,150,8,0
12843,18446,15.1547645701754,55.75,16.8868153777443,54.25,23,151,9,0
12928,18569,16.4538026758521,55,18.185853483421,53.5,24,152,8,0
13013,18690,17.7528407815287,55.75,19.4848915890976,54.25,23,153,9,0
12927,18568,16.4538026758521,56.5,18.185853483421,55,23,152,9,0
12757,18324,13.8557264644988,56.5,15.5877772720676,55,23,150,9,0
13012,18689,17.7528407815287,57.25,19.4848915890976,55.75,22,153,9,0
12842,18445,15.1547645701754,57.25,16.8868153777443,55.75,22,151,9,0
12926,18567,16.4538026758521,58,18.185853483421,56.5,22,152,8,0
12756,18323,13.8557264644988,58,15.5877772720676,56.5,22,150,7,0
12755,18322,13.8557264644988,59.5,15.5877772720676,58,21,150,7,0
12841,18444,15.1547645701754,58.75,16.8868153777443,57.25,21,151,8,0
12840,18443,15.1547645701754,60.25,16.8868153777443,58.75,20,151,6,0
12925,18566,16.4538026758521,59.5,18.185853483421,58,21,152,8,0
13011,18688,17.7528407815287,58.75,19.4848915890976,57.25,21,153,8,0
13010,18687,17.7528407815287,60.25,19.4848915890976,58.75,20,153,7,0
13095,18810,19.0518788872054,59.5,20.7839296947743,58,21,154,8,0
13096,18811,19.0518788872054,58,20.7839296947743,56.5,22,154,8,0
13182,18933,20.350916992882,57.25,22.0829678004509,55.75,22,155,7,0
13266,19055,21.6499550985587,58,23.3820059061276,56.5,22,156,7,0
13181,18932,20.350916992882,58.75,22.0829678004509,57.25,21,155,7,0
13180,18931,20.350916992882,60.25,22.0829678004509,58.75,20,155,6,0
13265,19054,21.6499550985587,59.5,23.3820059061276,58,21,156,7,0
13351,19176,22.9489932042354,58.75,24.6810440118042,57.25,21,157,6,0
1283,1854,-161.51441780185,55.75,-159.782366994281,54.25,23,15,6,3
1282,1853,-161.51441780185,57.25,-159.782366994281,55.75,22,15,3,3
1368,1977,-160.215379696173,55,-158.483328888605,53.5,24,16,6,3
1367,1976,-160.215379696173,56.5,-158.483328888605,55,23,16,3,3
1366,1975,-160.215379696173,58,-158.483328888605,56.5,22,16,3,3
6638,9541,-79.6750171442206,55,-77.9429663366518,53.5,24,78,-2,0
6723,9662,-78.375979038544,55.75,-76.6439282309751,54.25,23,79,-2,0
6637,9540,-79.6750171442206,56.5,-77.9429663366518,55,23,78,-4,0
6722,9661,-78.375979038544,57.25,-76.6439282309751,55.75,22,79,-4,0
6636,9539,-79.6750171442206,58,-77.9429663366518,56.5,22,78,-5,0
6807,9784,-77.0769409328673,56.5,-75.3448901252984,55,23,80,-4,0
2984,4295,-135.533655688317,54.25,-133.801604880748,52.75,24,35,8,2
2983,4294,-135.533655688317,55.75,-133.801604880748,54.25,23,35,8,2
2982,4293,-135.533655688317,57.25,-133.801604880748,55.75,22,35,7,2
3066,4415,-134.23461758264,58,-132.502566775071,56.5,22,36,-2,2
3067,4416,-134.23461758264,56.5,-132.502566775071,55,23,36,7,2
3068,4417,-134.23461758264,55,-132.502566775071,53.5,24,36,8,2
3069,4418,-134.23461758264,53.5,-132.502566775071,52,25,36,9,2
3152,4537,-132.935579476964,57.25,-131.203528669395,55.75,22,37,3,2
3153,4538,-132.935579476964,55.75,-131.203528669395,54.25,23,37,9,2
3236,4659,-131.636541371287,58,-129.904490563718,56.5,22,38,-2,2
3237,4660,-131.636541371287,56.5,-129.904490563718,55,23,38,2,2
3238,4661,-131.636541371287,55,-129.904490563718,53.5,24,38,2,2
859,1246,-168.009608330233,53.5,-166.277557522665,52,25,10,6,2
858,1245,-168.009608330233,55,-166.277557522665,53.5,24,10,5,2
944,1367,-166.710570224557,54.25,-164.978519416988,52.75,24,11,5,2
943,1366,-166.710570224557,55.75,-164.978519416988,54.25,23,11,4,2
1029,1490,-165.41153211888,53.5,-163.679481311311,52,25,12,6,2
1028,1489,-165.41153211888,55,-163.679481311311,53.5,24,12,5,2
857,1244,-168.009608330233,56.5,-166.277557522665,55,23,10,4,2
3067,4416,-134.23461758264,56.5,-132.502566775071,55,23,36,7,0
3068,4417,-134.23461758264,55,-132.502566775071,53.5,24,36,8,0
3069,4418,-134.23461758264,53.5,-132.502566775071,52,25,36,9,0
3153,4538,-132.935579476964,55.75,-131.203528669395,54.25,23,37,9,0
3154,4539,-132.935579476964,54.25,-131.203528669395,52.75,24,37,9,0
3237,4660,-131.636541371287,56.5,-129.904490563718,55,23,38,2,0
3238,4661,-131.636541371287,55,-129.904490563718,53.5,24,38,2,0
3239,4662,-131.636541371287,53.5,-129.904490563718,52,25,38,9,0
11059,15886,-12.1250356490344,53.5,-10.3929848414655,52,25,130,12,2
11058,15885,-12.1250356490344,55,-10.3929848414655,53.5,24,130,10,2
11144,16007,-10.8259975433577,54.25,-9.09394673578887,52.75,24,131,10,2
11143,16006,-10.8259975433577,55.75,-9.09394673578887,54.25,23,131,11,2
11229,16130,-9.52695943768109,53.5,-7.79490863011221,52,25,132,11,2
11228,16129,-9.52695943768109,55,-7.79490863011221,53.5,24,132,10,2
11227,16128,-9.52695943768109,56.5,-7.79490863011221,55,23,132,11,2
11057,15884,-12.1250356490344,56.5,-10.3929848414655,55,23,130,11,2
11313,16250,-8.22792133200443,55.75,-6.49587052443555,54.25,23,133,10,2
11314,16251,-8.22792133200443,54.25,-6.49587052443555,52.75,24,133,10,2
12759,18326,13.8557264644988,53.5,15.5877772720676,52,25,150,10,0
12673,18202,12.5566883588221,55.75,14.288739166391,54.25,23,149,9,0
12674,18203,12.5566883588221,54.25,14.288739166391,52.75,24,149,9,0
12758,18325,13.8557264644988,55,15.5877772720676,53.5,24,150,8,0
12757,18324,13.8557264644988,56.5,15.5877772720676,55,23,150,9,0
20663,29670,134.666270292428,55.75,136.398321099997,54.25,23,243,-2,0
20664,29671,134.666270292428,54.25,136.398321099997,52.75,24,243,-2,0
20748,29793,135.965308398105,55,137.697359205674,53.5,24,244,-2,0
20578,29549,133.367232186751,55,135.09928299432,53.5,24,242,-6,0
20749,29794,135.965308398105,53.5,137.697359205674,52,25,244,-1,0
20747,29792,135.965308398105,56.5,137.697359205674,55,23,244,-6,0
22278,31989,159.347994300285,55,161.080045107853,53.5,24,262,3,3
21940,31503,154.151841877578,52,155.883892685147,50.5,26,258,3,3
21939,31502,154.151841877578,53.5,155.883892685147,52,25,258,3,3
21938,31501,154.151841877578,55,155.883892685147,53.5,24,258,-2,3
21937,31500,154.151841877578,56.5,155.883892685147,55,23,258,-1,3
22026,31625,155.450879983255,51.25,157.182930790823,49.75,26,259,4,3
22025,31624,155.450879983255,52.75,157.182930790823,51.25,25,259,2,3
22024,31623,155.450879983255,54.25,157.182930790823,52.75,24,259,-2,3
22023,31622,155.450879983255,55.75,157.182930790823,54.25,23,259,-2,3
22193,31866,158.048956194608,55.75,159.781007002177,54.25,23,261,-2,3
22194,31867,158.048956194608,54.25,159.781007002177,52.75,24,261,-2,3
21936,31499,154.151841877578,58,155.883892685147,56.5,22,258,0,3
22021,31620,155.450879983255,58.75,157.182930790823,57.25,21,259,0,3
22022,31621,155.450879983255,57.25,157.182930790823,55.75,22,259,-1,3
22110,31747,156.749918088931,52,158.4819688965,50.5,26,260,4,3
22109,31746,156.749918088931,53.5,158.4819688965,52,25,260,4,3
22108,31745,156.749918088931,55,158.4819688965,53.5,24,260,-2,3
22107,31744,156.749918088931,56.5,158.4819688965,55,23,260,-4,3
22106,31743,156.749918088931,58,158.4819688965,56.5,22,260,-1,3
22448,32233,161.946070511638,55,163.678121319207,53.5,24,264,4,3
22363,32110,160.647032405961,55.75,162.37908321353,54.25,23,263,1,3
22447,32232,161.946070511638,56.5,163.678121319207,55,23,264,1,3
22277,31988,159.347994300285,56.5,161.080045107853,55,23,262,-1,3
22362,32109,160.647032405961,57.25,162.37908321353,55.75,22,263,1,3
22192,31865,158.048956194608,57.25,159.781007002177,55.75,22,261,-4,3
22446,32231,161.946070511638,58,163.678121319207,56.5,22,264,1,3
22276,31987,159.347994300285,58,161.080045107853,56.5,22,262,-4,3
22361,32108,160.647032405961,58.75,162.37908321353,57.25,21,263,1,3
22191,31864,158.048956194608,58.75,159.781007002177,57.25,21,261,-1,3
22105,31742,156.749918088931,59.5,158.4819688965,58,21,260,-1,3
22190,31863,158.048956194608,60.25,159.781007002177,58.75,20,261,-1,3
22275,31986,159.347994300285,59.5,161.080045107853,58,21,262,-4,3
22360,32107,160.647032405961,60.25,162.37908321353,58.75,20,263,-4,3
11313,16250,-8.22792133200443,55.75,-6.49587052443555,54.25,23,133,10,0
11314,16251,-8.22792133200443,54.25,-6.49587052443555,52.75,24,133,10,0
11315,16252,-8.22792133200443,52.75,-6.49587052443555,51.25,25,133,11,0
11316,16253,-8.22792133200443,51.25,-6.49587052443555,49.75,26,133,12,0
11397,16372,-6.92888322632777,56.5,-5.19683241875889,55,23,134,8,0
11398,16373,-6.92888322632777,55,-5.19683241875889,53.5,24,134,11,0
11399,16374,-6.92888322632777,53.5,-5.19683241875889,52,25,134,11,0
11400,16375,-6.92888322632777,52,-5.19683241875889,50.5,26,134,11,0
11486,16497,-5.62984512065111,51.25,-3.89779431308223,49.75,26,135,12,0
11485,16496,-5.62984512065111,52.75,-3.89779431308223,51.25,25,135,10,0
11483,16494,-5.62984512065111,55.75,-3.89779431308223,54.25,23,135,10,0
11484,16495,-5.62984512065111,54.25,-3.89779431308223,52.75,24,135,10,0
11656,16741,-3.0317689092978,51.25,-1.29971810172892,49.75,26,137,12,3
11486,16497,-5.62984512065111,51.25,-3.89779431308223,49.75,26,135,12,3
11740,16863,-1.73273080362114,52,-0.000679996052259824,50.5,26,138,11,3
11570,16619,-4.33080701497445,52,-2.59875620740558,50.5,26,136,10,3
11485,16496,-5.62984512065111,52.75,-3.89779431308223,51.25,25,135,10,3
11655,16740,-3.0317689092978,52.75,-1.29971810172892,51.25,25,137,10,3
11739,16862,-1.73273080362114,53.5,-0.000679996052259824,52,25,138,10,3
11569,16618,-4.33080701497445,53.5,-2.59875620740558,52,25,136,10,3
11483,16494,-5.62984512065111,55.75,-3.89779431308223,54.25,23,135,10,3
11484,16495,-5.62984512065111,54.25,-3.89779431308223,52.75,24,135,10,3
11568,16617,-4.33080701497445,55,-2.59875620740558,53.5,24,136,10,3
11653,16738,-3.0317689092978,55.75,-1.29971810172892,54.25,23,137,10,3
11654,16739,-3.0317689092978,54.25,-1.29971810172892,52.75,24,137,10,3
11738,16861,-1.73273080362114,55,-0.000679996052259824,53.5,24,138,10,3
11826,16985,-0.43369269794448,51.25,1.2983581096244,49.75,26,139,12,3
11825,16984,-0.43369269794448,52.75,1.2983581096244,51.25,25,139,11,3
11824,16983,-0.43369269794448,54.25,1.2983581096244,52.75,24,139,10,3
11910,17107,0.865345407732178,52,2.59739621530106,50.5,26,140,11,3
11909,17106,0.865345407732178,53.5,2.59739621530106,52,25,140,11,3
11567,16616,-4.33080701497445,56.5,-2.59875620740558,55,23,136,10,3
11737,16860,-1.73273080362114,56.5,-0.000679996052259824,55,23,138,10,3
266,393,-177.10287506997,51.25,-175.370824262401,49.75,26,3,6,3
180,271,-178.401913175647,52,-176.669862368078,50.5,26,2,5,3
265,392,-177.10287506997,52.75,-175.370824262401,51.25,25,3,5,3
179,270,-178.401913175647,53.5,-176.669862368078,52,25,2,5,3
264,391,-177.10287506997,54.25,-175.370824262401,52.75,24,3,5,3
350,515,-175.803836964293,52,-174.071786156724,50.5,26,4,5,3
349,514,-175.803836964293,53.5,-174.071786156724,52,25,4,5,3
436,637,-174.504798858617,51.25,-172.772748051048,49.75,26,5,6,3
435,636,-174.504798858617,52.75,-172.772748051048,51.25,25,5,5,3
434,635,-174.504798858617,54.25,-172.772748051048,52.75,24,5,5,3
519,758,-173.20576075294,53.5,-171.473709945371,52,25,6,5,3
520,759,-173.20576075294,52,-171.473709945371,50.5,26,6,5,3
3069,4418,-134.23461758264,53.5,-132.502566775071,52,25,36,9,3
3070,4419,-134.23461758264,52,-132.502566775071,50.5,26,36,9,3
3154,4539,-132.935579476964,54.25,-131.203528669395,52.75,24,37,9,3
3155,4540,-132.935579476964,52.75,-131.203528669395,51.25,25,37,9,3
3156,4541,-132.935579476964,51.25,-131.203528669395,49.75,26,37,10,3
3239,4662,-131.636541371287,53.5,-129.904490563718,52,25,38,9,3
3240,4663,-131.636541371287,52,-129.904490563718,50.5,26,38,9,3
11060,15887,-12.1250356490344,52,-10.3929848414655,50.5,26,130,12,3
11059,15886,-12.1250356490344,53.5,-10.3929848414655,52,25,130,12,3
11146,16009,-10.8259975433577,51.25,-9.09394673578887,49.75,26,131,12,3
11145,16008,-10.8259975433577,52.75,-9.09394673578887,51.25,25,131,9,3
11144,16007,-10.8259975433577,54.25,-9.09394673578887,52.75,24,131,10,3
11230,16131,-9.52695943768109,52,-7.79490863011221,50.5,26,132,11,3
11229,16130,-9.52695943768109,53.5,-7.79490863011221,52,25,132,11,3
11314,16251,-8.22792133200443,54.25,-6.49587052443555,52.75,24,133,10,3
11315,16252,-8.22792133200443,52.75,-6.49587052443555,51.25,25,133,11,3
11316,16253,-8.22792133200443,51.25,-6.49587052443555,49.75,26,133,12,3
3752,5397,-123.842312737227,49,-122.110261929658,47.5,28,44,2,4
3751,5396,-123.842312737227,50.5,-122.110261929658,49,27,44,5,4
3750,5395,-123.842312737227,52,-122.110261929658,50.5,26,44,3,4
3836,5517,-122.54327463155,51.25,-120.811223823981,49.75,26,45,5,4
3837,5518,-122.54327463155,49.75,-120.811223823981,48.25,27,45,2,4
3920,5639,-121.244236525874,52,-119.512185718305,50.5,26,46,-1,4
3921,5640,-121.244236525874,50.5,-119.512185718305,49,27,46,6,4
11316,16253,-8.22792133200443,51.25,-6.49587052443555,49.75,26,133,12,3
11317,16254,-8.22792133200443,49.75,-6.49587052443555,48.25,27,133,13,3
11400,16375,-6.92888322632777,52,-5.19683241875889,50.5,26,134,11,3
11401,16376,-6.92888322632777,50.5,-5.19683241875889,49,27,134,12,3
11402,16377,-6.92888322632777,49,-5.19683241875889,47.5,28,134,13,3
11487,16498,-5.62984512065111,49.75,-3.89779431308223,48.25,27,135,12,3
11486,16497,-5.62984512065111,51.25,-3.89779431308223,49.75,26,135,12,3
11572,16621,-4.33080701497445,49,-2.59875620740558,47.5,28,136,11,0
11742,16865,-1.73273080362114,49,-0.000679996052259824,47.5,28,138,11,0
11487,16498,-5.62984512065111,49.75,-3.89779431308223,48.25,27,135,12,0
11657,16742,-3.0317689092978,49.75,-1.29971810172892,48.25,27,137,12,0
11741,16864,-1.73273080362114,50.5,-0.000679996052259824,49,27,138,12,0
11571,16620,-4.33080701497445,50.5,-2.59875620740558,49,27,136,12,0
11656,16741,-3.0317689092978,51.25,-1.29971810172892,49.75,26,137,12,0
11486,16497,-5.62984512065111,51.25,-3.89779431308223,49.75,26,135,12,0
11740,16863,-1.73273080362114,52,-0.000679996052259824,50.5,26,138,11,0
11570,16619,-4.33080701497445,52,-2.59875620740558,50.5,26,136,10,0
11826,16985,-0.43369269794448,51.25,1.2983581096244,49.75,26,139,12,0
11827,16986,-0.43369269794448,49.75,1.2983581096244,48.25,27,139,11,0
